sequence,unit_id,matched_unit_id,channel,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,train_seed_key,train_seed_u32,inner_split_path,inner_split_sha256,outer_fold_sha256,pair_manifest_sha256,cache_sha256,split_manifest_v2_sha256,tier_b_sha256
39,d1__cnn__groupkfold__s0__f004__speech,d1__cnn__groupkfold__s0__f004,speech,cnn,groupkfold,0,4,5,616,220,176,D1-train|cnn|groupkfold|4|0,3073849888,groupkfold/fold_004_seed_0.npz,2bc905f04113950f8507f1c2cba76351b1df8ae8f1ed3668763f99592ccedbad,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
40,d1__cnn__groupkfold__s0__f004__song,d1__cnn__groupkfold__s0__f004,song,cnn,groupkfold,0,4,5,616,220,176,D1-train|cnn|groupkfold|4|0,3073849888,groupkfold/fold_004_seed_0.npz,2bc905f04113950f8507f1c2cba76351b1df8ae8f1ed3668763f99592ccedbad,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
41,d1__cnn__groupkfold__s1__f000__speech,d1__cnn__groupkfold__s1__f000,speech,cnn,groupkfold,1,0,5,572,220,220,D1-train|cnn|groupkfold|0|1,1188870925,groupkfold/fold_000_seed_1.npz,ee90f37ef071333dbbf5de4abc375f4ad94fd4215703a5531bffd281ec99cbf5,2cefe0c89f1c7a75949ff62d22e564bee062a3e8e5406ea3fb5549ac7bcd6dcc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
42,d1__cnn__groupkfold__s1__f000__song,d1__cnn__groupkfold__s1__f000,song,cnn,groupkfold,1,0,5,572,220,220,D1-train|cnn|groupkfold|0|1,1188870925,groupkfold/fold_000_seed_1.npz,ee90f37ef071333dbbf5de4abc375f4ad94fd4215703a5531bffd281ec99cbf5,2cefe0c89f1c7a75949ff62d22e564bee062a3e8e5406ea3fb5549ac7bcd6dcc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
43,d1__cnn__groupkfold__s1__f001__speech,d1__cnn__groupkfold__s1__f001,speech,cnn,groupkfold,1,1,5,572,220,220,D1-train|cnn|groupkfold|1|1,225736672,groupkfold/fold_001_seed_1.npz,c34c1218f468c4bf0ac6d503fa2ecb104911d8a223b3f468c1fb36dad1200757,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
44,d1__cnn__groupkfold__s1__f001__song,d1__cnn__groupkfold__s1__f001,song,cnn,groupkfold,1,1,5,572,220,220,D1-train|cnn|groupkfold|1|1,225736672,groupkfold/fold_001_seed_1.npz,c34c1218f468c4bf0ac6d503fa2ecb104911d8a223b3f468c1fb36dad1200757,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
45,d1__cnn__groupkfold__s1__f002__speech,d1__cnn__groupkfold__s1__f002,speech,cnn,groupkfold,1,2,5,572,220,220,D1-train|cnn|groupkfold|2|1,249002838,groupkfold/fold_002_seed_1.npz,7fd80774f04dbc54f25555ce20a7c0349bbef361ae5aeb30d83d67362b917762,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
46,d1__cnn__groupkfold__s1__f002__song,d1__cnn__groupkfold__s1__f002,song,cnn,groupkfold,1,2,5,572,220,220,D1-train|cnn|groupkfold|2|1,249002838,groupkfold/fold_002_seed_1.npz,7fd80774f04dbc54f25555ce20a7c0349bbef361ae5aeb30d83d67362b917762,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
47,d1__cnn__groupkfold__s1__f003__speech,d1__cnn__groupkfold__s1__f003,speech,cnn,groupkfold,1,3,5,616,220,176,D1-train|cnn|groupkfold|3|1,2529186139,groupkfold/fold_003_seed_1.npz,694992dfad28212e0e96a6a21e07ff89037ef9f7a36ec4abdabbbd7a04e78e33,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
48,d1__cnn__groupkfold__s1__f003__song,d1__cnn__groupkfold__s1__f003,song,cnn,groupkfold,1,3,5,616,220,176,D1-train|cnn|groupkfold|3|1,2529186139,groupkfold/fold_003_seed_1.npz,694992dfad28212e0e96a6a21e07ff89037ef9f7a36ec4abdabbbd7a04e78e33,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
49,d1__cnn__groupkfold__s1__f004__speech,d1__cnn__groupkfold__s1__f004,speech,cnn,groupkfold,1,4,5,616,220,176,D1-train|cnn|groupkfold|4|1,4203651374,groupkfold/fold_004_seed_1.npz,4dbc8f2389dd0fd1da83bf5ac81852d816882e9cefcce1850d4153d5dfa82325,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
50,d1__cnn__groupkfold__s1__f004__song,d1__cnn__groupkfold__s1__f004,song,cnn,groupkfold,1,4,5,616,220,176,D1-train|cnn|groupkfold|4|1,4203651374,groupkfold/fold_004_seed_1.npz,4dbc8f2389dd0fd1da83bf5ac81852d816882e9cefcce1850d4153d5dfa82325,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
51,d1__cnn__groupkfold__s2__f000__speech,d1__cnn__groupkfold__s2__f000,speech,cnn,groupkfold,2,0,5,572,220,220,D1-train|cnn|groupkfold|0|2,19515987,groupkfold/fold_000_seed_2.npz,9009ea40089934848410309fa731f8c812d2a96b973b371376a40b3e2b45994f,2cefe0c89f1c7a75949ff62d22e564bee062a3e8e5406ea3fb5549ac7bcd6dcc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
52,d1__cnn__groupkfold__s2__f000__song,d1__cnn__groupkfold__s2__f000,song,cnn,groupkfold,2,0,5,572,220,220,D1-train|cnn|groupkfold|0|2,19515987,groupkfold/fold_000_seed_2.npz,9009ea40089934848410309fa731f8c812d2a96b973b371376a40b3e2b45994f,2cefe0c89f1c7a75949ff62d22e564bee062a3e8e5406ea3fb5549ac7bcd6dcc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
53,d1__cnn__groupkfold__s2__f001__speech,d1__cnn__groupkfold__s2__f001,speech,cnn,groupkfold,2,1,5,572,220,220,D1-train|cnn|groupkfold|1|2,3158517710,groupkfold/fold_001_seed_2.npz,17cb3820e64af7d2f8968d282b7c6ca4bc060ce4069de670c345fbb61f39ec01,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
54,d1__cnn__groupkfold__s2__f001__song,d1__cnn__groupkfold__s2__f001,song,cnn,groupkfold,2,1,5,572,220,220,D1-train|cnn|groupkfold|1|2,3158517710,groupkfold/fold_001_seed_2.npz,17cb3820e64af7d2f8968d282b7c6ca4bc060ce4069de670c345fbb61f39ec01,24b8a0010356113c7c3ef0e126b8fdf514da648b59c616d51c7c4309cc460f09,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
55,d1__cnn__groupkfold__s2__f002__speech,d1__cnn__groupkfold__s2__f002,speech,cnn,groupkfold,2,2,5,572,220,220,D1-train|cnn|groupkfold|2|2,4226590294,groupkfold/fold_002_seed_2.npz,49fa5049d2ce11ea77b1cf7b6789d389daba864f11b50b3ad90edca60bca9563,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
56,d1__cnn__groupkfold__s2__f002__song,d1__cnn__groupkfold__s2__f002,song,cnn,groupkfold,2,2,5,572,220,220,D1-train|cnn|groupkfold|2|2,4226590294,groupkfold/fold_002_seed_2.npz,49fa5049d2ce11ea77b1cf7b6789d389daba864f11b50b3ad90edca60bca9563,defbc64af4e5b2951a98938733ef28179b915da324cc8d84455474545ee55c3f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
57,d1__cnn__groupkfold__s2__f003__speech,d1__cnn__groupkfold__s2__f003,speech,cnn,groupkfold,2,3,5,616,220,176,D1-train|cnn|groupkfold|3|2,824737156,groupkfold/fold_003_seed_2.npz,3d712ae841c0d8c044f26a39693bc31833d71bae052a00b55e465f25b10b43f8,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
58,d1__cnn__groupkfold__s2__f003__song,d1__cnn__groupkfold__s2__f003,song,cnn,groupkfold,2,3,5,616,220,176,D1-train|cnn|groupkfold|3|2,824737156,groupkfold/fold_003_seed_2.npz,3d712ae841c0d8c044f26a39693bc31833d71bae052a00b55e465f25b10b43f8,7c7abf0d341a3992749df4260bb41c5f60152906032673207a60383299b9351e,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
59,d1__cnn__groupkfold__s2__f004__speech,d1__cnn__groupkfold__s2__f004,speech,cnn,groupkfold,2,4,5,616,220,176,D1-train|cnn|groupkfold|4|2,3630117244,groupkfold/fold_004_seed_2.npz,3bb41568bfd36980ec6788207a7599f7d3f5407ba2ea66591b5e6c85f9710e10,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
60,d1__cnn__groupkfold__s2__f004__song,d1__cnn__groupkfold__s2__f004,song,cnn,groupkfold,2,4,5,616,220,176,D1-train|cnn|groupkfold|4|2,3630117244,groupkfold/fold_004_seed_2.npz,3bb41568bfd36980ec6788207a7599f7d3f5407ba2ea66591b5e6c85f9710e10,277183a54a0ab0873e75db3d936dc89c9f5a04915b3648009ede8e813f5a7afb,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
61,d1__cnn__loso__s0__f000__speech,d1__cnn__loso__s0__f000,speech,cnn,loso,0,0,23,704,264,44,D1-train|cnn|loso|0|0,4035659326,loso/fold_000_seed_0.npz,e8080adf9c73a02ad79ad1c9149f9cb5800e0a7d601422f199e0ec2d595501ac,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
62,d1__cnn__loso__s0__f000__song,d1__cnn__loso__s0__f000,song,cnn,loso,0,0,23,704,264,44,D1-train|cnn|loso|0|0,4035659326,loso/fold_000_seed_0.npz,e8080adf9c73a02ad79ad1c9149f9cb5800e0a7d601422f199e0ec2d595501ac,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
63,d1__cnn__loso__s0__f001__speech,d1__cnn__loso__s0__f001,speech,cnn,loso,0,1,23,704,264,44,D1-train|cnn|loso|1|0,4065870764,loso/fold_001_seed_0.npz,7f67893154e381908275684ebdce69b7b7d02bdbc818641591486fb27661d8c4,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
64,d1__cnn__loso__s0__f001__song,d1__cnn__loso__s0__f001,song,cnn,loso,0,1,23,704,264,44,D1-train|cnn|loso|1|0,4065870764,loso/fold_001_seed_0.npz,7f67893154e381908275684ebdce69b7b7d02bdbc818641591486fb27661d8c4,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
65,d1__cnn__loso__s0__f002__speech,d1__cnn__loso__s0__f002,speech,cnn,loso,0,2,23,704,264,44,D1-train|cnn|loso|2|0,869826285,loso/fold_002_seed_0.npz,5921df1b2399d77d1b22fecbce1d153ff33a7243479c10981690eed31a4f8919,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
66,d1__cnn__loso__s0__f002__song,d1__cnn__loso__s0__f002,song,cnn,loso,0,2,23,704,264,44,D1-train|cnn|loso|2|0,869826285,loso/fold_002_seed_0.npz,5921df1b2399d77d1b22fecbce1d153ff33a7243479c10981690eed31a4f8919,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
67,d1__cnn__loso__s0__f003__speech,d1__cnn__loso__s0__f003,speech,cnn,loso,0,3,23,704,264,44,D1-train|cnn|loso|3|0,3483768417,loso/fold_003_seed_0.npz,3374bb3a35b598638fd948a33a2d3c3566b2ccba861c26fffd0019d763847f22,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
68,d1__cnn__loso__s0__f003__song,d1__cnn__loso__s0__f003,song,cnn,loso,0,3,23,704,264,44,D1-train|cnn|loso|3|0,3483768417,loso/fold_003_seed_0.npz,3374bb3a35b598638fd948a33a2d3c3566b2ccba861c26fffd0019d763847f22,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
69,d1__cnn__loso__s0__f004__speech,d1__cnn__loso__s0__f004,speech,cnn,loso,0,4,23,704,264,44,D1-train|cnn|loso|4|0,323792594,loso/fold_004_seed_0.npz,e524062cd33bdabffc5b3f16086ef104a22bbdd334634bd10aa73689b6ef09fc,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
70,d1__cnn__loso__s0__f004__song,d1__cnn__loso__s0__f004,song,cnn,loso,0,4,23,704,264,44,D1-train|cnn|loso|4|0,323792594,loso/fold_004_seed_0.npz,e524062cd33bdabffc5b3f16086ef104a22bbdd334634bd10aa73689b6ef09fc,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
71,d1__cnn__loso__s0__f005__speech,d1__cnn__loso__s0__f005,speech,cnn,loso,0,5,23,704,264,44,D1-train|cnn|loso|5|0,2066972885,loso/fold_005_seed_0.npz,d75aefbdcc4b8bb935505a940ae1e5fe2cb764b45f27dd024a7d7ecd868479c4,4b8aee471196a6b97fdb9bd55ab2397c49f24912bbe75672eda60c655c4b01fc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
72,d1__cnn__loso__s0__f005__song,d1__cnn__loso__s0__f005,song,cnn,loso,0,5,23,704,264,44,D1-train|cnn|loso|5|0,2066972885,loso/fold_005_seed_0.npz,d75aefbdcc4b8bb935505a940ae1e5fe2cb764b45f27dd024a7d7ecd868479c4,4b8aee471196a6b97fdb9bd55ab2397c49f24912bbe75672eda60c655c4b01fc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
73,d1__cnn__loso__s0__f006__speech,d1__cnn__loso__s0__f006,speech,cnn,loso,0,6,23,704,264,44,D1-train|cnn|loso|6|0,660256248,loso/fold_006_seed_0.npz,7bf1ddd71a5a3a185bbc5eed00e7302ce1decb637f56917288ec95a5a70f3d70,cb72bb7da3e9425005d2fb5dd56658640783934e12198f9310f79952721df74b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
74,d1__cnn__loso__s0__f006__song,d1__cnn__loso__s0__f006,song,cnn,loso,0,6,23,704,264,44,D1-train|cnn|loso|6|0,660256248,loso/fold_006_seed_0.npz,7bf1ddd71a5a3a185bbc5eed00e7302ce1decb637f56917288ec95a5a70f3d70,cb72bb7da3e9425005d2fb5dd56658640783934e12198f9310f79952721df74b,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
75,d1__cnn__loso__s0__f007__speech,d1__cnn__loso__s0__f007,speech,cnn,loso,0,7,23,704,264,44,D1-train|cnn|loso|7|0,4207717666,loso/fold_007_seed_0.npz,b409a6fe438ef1fb0adc9d350bfa181951347dc07d36a31eb7e9c0e1479f206f,6a23e0d3af6a8fccbac483cc2ba2cb54ae3d7c947e3e48ebaf81f1e65c443efd,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
76,d1__cnn__loso__s0__f007__song,d1__cnn__loso__s0__f007,song,cnn,loso,0,7,23,704,264,44,D1-train|cnn|loso|7|0,4207717666,loso/fold_007_seed_0.npz,b409a6fe438ef1fb0adc9d350bfa181951347dc07d36a31eb7e9c0e1479f206f,6a23e0d3af6a8fccbac483cc2ba2cb54ae3d7c947e3e48ebaf81f1e65c443efd,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
